Tx(s),Ty(s)
0.6153712717856128,0.4210980738688313
0.8814942691973,0.8621293273432215
0.7335397752956739,0.6670511479437574
0.4223648564114922,0.4545785150284199
0.3599168636128908,0.3182280020379027
0.8765008639273095,0.8538454164022174
0.6080269936094518,0.5508464461397147
0.3556573481546943,0.3756882004899666
0.7953786366186466,0.6318023305750576
0.7050427446313714,0.620146135102804
0.6936972532686,0.660990317042307
0.4990457243432635,0.5015600503231099
0.6010381571436136,0.6076663008988842
0.478911628577766,0.4085571918376685
0.654053342722503,0.603342678444175
0.498765064984702,0.4462052016085523
0.8004975959756364,0.5574994979414555
0.9080280198095636,0.8511005317020675
0.3795271294806537,0.3874491323172421
0.8865141315191608,0.8284010297796112
0.3095320550648383,0.3389244082041092
0.9081327335209928,0.7975094625627442
0.6002252593554468,0.6209946983252629
0.512852833362901,0.674076854111686
0.4967166289056716,0.5680544650249161
0.3776963102003343,0.3737573314794152
0.7069885761816584,0.7030018513246379
0.6460257559808776,0.649899472119635
0.7170083231843605,0.5828176134657518
0.6995169671233947,0.5627954462239871
0.4452209338739811,0.3841037021632675
0.5577556996515507,0.447227607001442
0.8740506760944572,0.8586390304473692
0.5698714913915048,0.6899538266225329
0.3169000071436417,0.2916215249260764
0.9901765869839853,0.737975682826747
0.5426693216680856,0.4926474053647531
0.6148877441369475,0.4900745795251896
0.4231977533005732,0.3758871524575607
0.964935474326554,0.737975682826747
0.6158407855470023,0.6642428736028939
0.5990256999092053,0.5695713574662801
0.8939017074698747,0.852976273954363
0.5445500421454323,0.5611825232721439
0.704820283322128,0.6908853976177117
0.6841143871470114,0.6175015049710996
0.5379081689292923,0.6307925410013018
0.6910813104187638,0.6331489619286536
0.6640375825346002,0.6677635147819841
0.8418434721269072,0.7346941564416894
0.521976325038113,0.5038055848698969
0.7753060243281541,0.5664167637438137
0.5004101050325036,0.4727209233231875
0.470999698127806,0.5096432736168628
0.941976642085084,0.8308156717950639
0.7037315056029569,0.7261841204744569
0.4603516141739922,0.5296758302001225
0.5864894978384791,0.6809740692275751
0.5530003204201479,0.5074586947632335
0.3511600047403684,0.3127972655806266
0.5203505476765594,0.5227026516974819
0.659408367806248,0.6329903151901433
0.7995428106131544,0.6070157391697798
0.6662179030976967,0.6035435224198863
0.964935474326554,0.7161204241529118
0.8292832846207351,0.6386750767462296
0.8176945833962966,0.8144266012442644
0.8995533721310801,0.8231211664922741
