0,1,2,3,4,5,6
1.0248578,5.185099,1.8915647,1.5809233,5.7533464,0.46579662,0.42876193
0.8936762,7.1883254,1.6590978,0.8719558,5.5337434,0.79946005,0.7729887
0.91980755,14.14154,1.0704399,0.9573646,9.013943,0.82814896,0.796754
1.0426216,4.6331444,2.009714,2.857195,14.271245,0.47036085,0.38771865
0.8114075,15.090709,1.0618384,2.1527855,9.344126,0.59607875,0.60566413
0.7154313,7.732292,1.191035,3.1971684,12.26566,0.31803843,0.3894548
0.6632508,4.3584557,1.8355628,1.999891,14.299244,0.4014568,0.40477106
0.9783235,9.948712,1.5494698,1.4238031,5.9781055,0.5553216,0.49182627
0.66005987,14.970992,1.0812291,2.0618103,16.29769,0.5339303,0.5233942
0.73489445,14.77055,1.1511279,1.9977887,6.195686,0.59001553,0.6054772
1.0069921,15.226189,0.957459,3.958431,14.18615,0.91737354,0.81549406
-0.009704053,15.343553,1.1282016,1.989876,13.024019,0.9813583,0.75441504
0.6883319,14.168188,0.9381666,2.4314394,9.328507,0.6503898,0.6636362
0.61210924,15.035934,0.8942746,2.0404563,6.953464,0.55994546,0.5547919
0.99622715,12.764459,0.9610369,4.7820854,12.520241,0.5519947,0.48209116
0.87090415,14.693256,1.0903978,2.705632,22.319073,0.61626506,0.58021414
0.6647211,14.889637,1.1062503,1.95203,7.8801594,0.88233864,0.8787329
0.9922259,5.281872,1.6040131,2.4028893,12.61688,0.5873418,0.5037544
0.8625327,7.994305,0.8396367,3.610401,25.749743,0.5171293,0.5426754
1.0219803,15.182724,0.8896704,3.9535985,15.002975,0.9164877,0.84935296
1.0550935,10.279473,1.3711194,3.206543,8.333205,0.6296562,0.5733807
0.9739504,9.188233,1.527054,1.226971,5.2559156,0.57462776,0.47919068
1.0164094,15.582293,0.8519386,2.1125953,12.381888,0.555619,0.47660813
0.95445734,5.8827257,1.4215055,1.6376078,14.979115,0.5804299,0.49291942
0.7125396,4.9149203,2.0424604,1.5253751,9.26019,0.4318023,0.4145281
-0.029090941,10.543272,1.1972804,1.0895206,15.947086,0.732896,0.62686276
0.6836179,14.234169,1.078634,0.9464055,9.214354,0.7989347,0.81048274
1.0201236,15.127755,1.0211103,3.239992,13.340416,0.5381408,0.49075088
1.032917,6.902285,1.1929649,4.206579,14.371746,0.34257838,0.31559846
0.0014093518,14.371012,0.89762914,1.9515321,5.954483,0.65358937,0.49692485
