architectural_archetype,stories,soil_class,seismic_zone,Story,Direction,Wall,L [cm],xi [cm],D+0.25L,Story Area,Nail spacing [cm],Number sheathing panels,Number end studs,Total number studs,Tx(s),Ty(s)
P,5,D,1,1,X,4.1,162,81,160596.9032435462,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,4.2,338,353,160596.9032435462,4918759.585999998,5,1,2,13,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,4.3,470,971.0000000000001,160596.9032435462,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,4.4,338,1589,160596.9032435462,4918759.585999998,5,1,2,13,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,4.5,162,1861,160596.9032435462,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,5.1,152,695,160596.9032435462,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,5.2,152,1247,160596.9032435462,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,6.1,570,469.00000000000006,160596.9032435462,4918759.585999998,5,1,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,6.2,570,1473,160596.9032435462,4918759.585999998,5,1,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,7.1,152,689,160596.9032435462,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,7.2,152,1243,160596.9032435462,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,8.1,162,81,160596.9032435462,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,8.2,338,353,160596.9032435462,4918759.585999998,5,1,2,13,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,8.3,470,971.0000000000001,160596.9032435462,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,8.4,338,1589,160596.9032435462,4918759.585999998,5,1,2,13,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,8.5,162,1861,160596.9032435462,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,9.1,544,272,160596.9032435462,4918759.585999998,5,2,3,21,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,9.2,224,848,160596.9032435462,4918759.585999998,5,2,2,10,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,9.3,224,1094,160596.9032435462,4918759.585999998,5,2,2,10,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,9.4,544,1670,160596.9032435462,4918759.585999998,5,2,3,21,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,10.1,149,886,160596.9032435462,4918759.585999998,5,2,2,8,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,10.2,149,1057,160596.9032435462,4918759.585999998,5,2,2,8,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,11.1,270,438.99999999999994,160596.9032435462,4918759.585999998,5,2,3,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,X,11.2,270,1503,160596.9032435462,4918759.585999998,5,2,3,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,B.1,284,173,160596.9032435462,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,B.2,276,173,160596.9032435462,4918759.585999998,5,2,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,B.3,422,173,160596.9032435462,4918759.585999998,5,1,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,B.4,276,173,160596.9032435462,4918759.585999998,5,2,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,B.5,284,173,160596.9032435462,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,C.1,287,533,160596.9032435462,4918759.585999998,5,2,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,C.2,200,533,160596.9032435462,4918759.585999998,5,2,2,14,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,C.3,200,533,160596.9032435462,4918759.585999998,5,2,2,14,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,C.4,287,533,160596.9032435462,4918759.585999998,5,2,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,D.1,799,645,160596.9032435462,4918759.585999998,5,1,2,32,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,D.2,799,645,160596.9032435462,4918759.585999998,5,1,2,32,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,E.1,722,765,160596.9032435462,4918759.585999998,5,1,2,28,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,F.1,777,971.0000000000001,160596.9032435462,4918759.585999998,5,1,2,29,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,F.2,777,971.0000000000001,160596.9032435462,4918759.585999998,5,1,2,29,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,G.1,722,1177,160596.9032435462,4918759.585999998,5,1,2,28,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,H.1,799,1297,160596.9032435462,4918759.585999998,5,1,2,32,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,H.2,799,1297,160596.9032435462,4918759.585999998,5,1,2,32,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,I.1,287,1409,160596.9032435462,4918759.585999998,5,2,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,I.2,200,1409,160596.9032435462,4918759.585999998,5,2,2,14,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,I.3,200,1409,160596.9032435462,4918759.585999998,5,2,2,14,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,I.4,287,1409,160596.9032435462,4918759.585999998,5,2,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,J.1,284,1769.0000000000002,160596.9032435462,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,J.2,276,1769.0000000000002,160596.9032435462,4918759.585999998,5,2,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,J.3,422,1769.0000000000002,160596.9032435462,4918759.585999998,5,1,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,J.4,276,1769.0000000000002,160596.9032435462,4918759.585999998,5,2,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,1,Y,J.5,284,1769.0000000000002,160596.9032435462,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,1.1,270,438.99999999999994,159783.36735984622,4918759.585999998,5,2,2,13,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,1.2,270,1503,159783.36735984622,4918759.585999998,5,2,2,13,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,2.1,149,886,159783.36735984622,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,2.2,149,1057,159783.36735984622,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,3.1,544,272,159783.36735984622,4918759.585999998,5,2,2,19,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,3.2,224,848,159783.36735984622,4918759.585999998,5,2,2,10,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,3.3,224,1094,159783.36735984622,4918759.585999998,5,2,2,10,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,3.4,544,1670,159783.36735984622,4918759.585999998,5,2,2,19,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,4.1,162,81,159783.36735984622,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,4.2,338,353,159783.36735984622,4918759.585999998,5,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,4.3,470,971.0000000000001,159783.36735984622,4918759.585999998,5,1,2,16,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,4.4,338,1589,159783.36735984622,4918759.585999998,5,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,4.5,162,1861,159783.36735984622,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,5.1,152,695,159783.36735984622,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,5.2,152,1247,159783.36735984622,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,6.1,570,469.00000000000006,159783.36735984622,4918759.585999998,10,1,1,16,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,6.2,570,1473,159783.36735984622,4918759.585999998,10,1,1,16,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,7.1,152,689,159783.36735984622,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,7.2,152,1243,159783.36735984622,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,8.1,162,81,159783.36735984622,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,8.2,338,353,159783.36735984622,4918759.585999998,5,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,8.3,470,971.0000000000001,159783.36735984622,4918759.585999998,5,1,2,16,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,8.4,338,1589,159783.36735984622,4918759.585999998,5,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,8.5,162,1861,159783.36735984622,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,9.1,544,272,159783.36735984622,4918759.585999998,5,2,2,19,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,9.2,224,848,159783.36735984622,4918759.585999998,5,2,2,10,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,9.3,224,1094,159783.36735984622,4918759.585999998,5,2,2,10,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,9.4,544,1670,159783.36735984622,4918759.585999998,5,2,2,19,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,10.1,149,886,159783.36735984622,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,10.2,149,1057,159783.36735984622,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,11.1,270,438.99999999999994,159783.36735984622,4918759.585999998,5,2,2,13,0.5203505476765594,0.5227026516974819
P,5,D,1,2,X,11.2,270,1503,159783.36735984622,4918759.585999998,5,2,2,13,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,B.1,284,173,159783.36735984622,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,B.2,276,173,159783.36735984622,4918759.585999998,5,2,2,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,B.3,422,173,159783.36735984622,4918759.585999998,5,1,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,B.4,276,173,159783.36735984622,4918759.585999998,5,2,2,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,B.5,284,173,159783.36735984622,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,C.1,287,533,159783.36735984622,4918759.585999998,5,2,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,C.2,200,533,159783.36735984622,4918759.585999998,5,2,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,C.3,200,533,159783.36735984622,4918759.585999998,5,2,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,C.4,287,533,159783.36735984622,4918759.585999998,5,2,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,D.1,799,645,159783.36735984622,4918759.585999998,5,1,2,24,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,D.2,799,645,159783.36735984622,4918759.585999998,5,1,2,24,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,E.1,722,765,159783.36735984622,4918759.585999998,5,1,2,22,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,F.1,777,971.0000000000001,159783.36735984622,4918759.585999998,5,1,1,21,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,F.2,777,971.0000000000001,159783.36735984622,4918759.585999998,5,1,1,21,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,G.1,722,1177,159783.36735984622,4918759.585999998,5,1,2,22,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,H.1,799,1297,159783.36735984622,4918759.585999998,5,1,2,24,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,H.2,799,1297,159783.36735984622,4918759.585999998,5,1,2,24,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,I.1,287,1409,159783.36735984622,4918759.585999998,5,2,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,I.2,200,1409,159783.36735984622,4918759.585999998,5,2,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,I.3,200,1409,159783.36735984622,4918759.585999998,5,2,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,I.4,287,1409,159783.36735984622,4918759.585999998,5,2,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,J.1,284,1769.0000000000002,159783.36735984622,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,J.2,276,1769.0000000000002,159783.36735984622,4918759.585999998,5,2,2,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,J.3,422,1769.0000000000002,159783.36735984622,4918759.585999998,5,1,2,15,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,J.4,276,1769.0000000000002,159783.36735984622,4918759.585999998,5,2,2,11,0.5203505476765594,0.5227026516974819
P,5,D,1,2,Y,J.5,284,1769.0000000000002,159783.36735984622,4918759.585999998,5,2,2,18,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,1.1,270,438.99999999999994,159330.43363914627,4918759.585999998,5,2,2,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,1.2,270,1503,159330.43363914627,4918759.585999998,5,2,2,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,2.1,149,886,159330.43363914627,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,2.2,149,1057,159330.43363914627,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,3.1,544,272,159330.43363914627,4918759.585999998,5,2,2,17,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,3.2,224,848,159330.43363914627,4918759.585999998,5,2,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,3.3,224,1094,159330.43363914627,4918759.585999998,5,2,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,3.4,544,1670,159330.43363914627,4918759.585999998,5,2,2,17,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,4.1,162,81,159330.43363914627,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,4.2,338,353,159330.43363914627,4918759.585999998,5,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,4.3,470,971.0000000000001,159330.43363914627,4918759.585999998,5,1,1,14,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,4.4,338,1589,159330.43363914627,4918759.585999998,5,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,4.5,162,1861,159330.43363914627,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,5.1,152,695,159330.43363914627,4918759.585999998,15,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,5.2,152,1247,159330.43363914627,4918759.585999998,15,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,6.1,570,469.00000000000006,159330.43363914627,4918759.585999998,10,1,1,16,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,6.2,570,1473,159330.43363914627,4918759.585999998,10,1,1,16,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,7.1,152,689,159330.43363914627,4918759.585999998,15,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,7.2,152,1243,159330.43363914627,4918759.585999998,15,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,8.1,162,81,159330.43363914627,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,8.2,338,353,159330.43363914627,4918759.585999998,5,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,8.3,470,971.0000000000001,159330.43363914627,4918759.585999998,5,1,1,14,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,8.4,338,1589,159330.43363914627,4918759.585999998,5,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,8.5,162,1861,159330.43363914627,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,9.1,544,272,159330.43363914627,4918759.585999998,5,2,2,17,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,9.2,224,848,159330.43363914627,4918759.585999998,5,2,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,9.3,224,1094,159330.43363914627,4918759.585999998,5,2,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,9.4,544,1670,159330.43363914627,4918759.585999998,5,2,2,17,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,10.1,149,886,159330.43363914627,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,10.2,149,1057,159330.43363914627,4918759.585999998,5,2,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,11.1,270,438.99999999999994,159330.43363914627,4918759.585999998,5,2,2,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,X,11.2,270,1503,159330.43363914627,4918759.585999998,5,2,2,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,B.1,284,173,159330.43363914627,4918759.585999998,5,2,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,B.2,276,173,159330.43363914627,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,B.3,422,173,159330.43363914627,4918759.585999998,5,1,1,13,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,B.4,276,173,159330.43363914627,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,B.5,284,173,159330.43363914627,4918759.585999998,5,2,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,C.1,287,533,159330.43363914627,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,C.2,200,533,159330.43363914627,4918759.585999998,5,2,1,7,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,C.3,200,533,159330.43363914627,4918759.585999998,5,2,1,7,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,C.4,287,533,159330.43363914627,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,D.1,799,645,159330.43363914627,4918759.585999998,5,1,1,22,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,D.2,799,645,159330.43363914627,4918759.585999998,5,1,1,22,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,E.1,722,765,159330.43363914627,4918759.585999998,5,1,1,20,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,F.1,777,971.0000000000001,159330.43363914627,4918759.585999998,10,1,1,21,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,F.2,777,971.0000000000001,159330.43363914627,4918759.585999998,10,1,1,21,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,G.1,722,1177,159330.43363914627,4918759.585999998,5,1,1,20,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,H.1,799,1297,159330.43363914627,4918759.585999998,5,1,1,22,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,H.2,799,1297,159330.43363914627,4918759.585999998,5,1,1,22,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,I.1,287,1409,159330.43363914627,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,I.2,200,1409,159330.43363914627,4918759.585999998,5,2,1,7,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,I.3,200,1409,159330.43363914627,4918759.585999998,5,2,1,7,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,I.4,287,1409,159330.43363914627,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,J.1,284,1769.0000000000002,159330.43363914627,4918759.585999998,5,2,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,J.2,276,1769.0000000000002,159330.43363914627,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,J.3,422,1769.0000000000002,159330.43363914627,4918759.585999998,5,1,1,13,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,J.4,276,1769.0000000000002,159330.43363914627,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,3,Y,J.5,284,1769.0000000000002,159330.43363914627,4918759.585999998,5,2,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,1.1,270,438.99999999999994,158507.31397194625,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,1.2,270,1503,158507.31397194625,4918759.585999998,5,2,1,9,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,2.1,149,886,158507.31397194625,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,2.2,149,1057,158507.31397194625,4918759.585999998,5,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,3.1,544,272,158507.31397194625,4918759.585999998,10,2,1,15,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,3.2,224,848,158507.31397194625,4918759.585999998,5,1,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,3.3,224,1094,158507.31397194625,4918759.585999998,5,1,1,8,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,3.4,544,1670,158507.31397194625,4918759.585999998,10,2,1,15,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,4.1,162,81,158507.31397194625,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,4.2,338,353,158507.31397194625,4918759.585999998,10,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,4.3,470,971.0000000000001,158507.31397194625,4918759.585999998,5,1,1,14,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,4.4,338,1589,158507.31397194625,4918759.585999998,10,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,4.5,162,1861,158507.31397194625,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,5.1,152,695,158507.31397194625,4918759.585999998,15,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,5.2,152,1247,158507.31397194625,4918759.585999998,15,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,6.1,570,469.00000000000006,158507.31397194625,4918759.585999998,10,1,1,16,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,6.2,570,1473,158507.31397194625,4918759.585999998,10,1,1,16,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,7.1,152,689,158507.31397194625,4918759.585999998,15,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,7.2,152,1243,158507.31397194625,4918759.585999998,15,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,8.1,162,81,158507.31397194625,4918759.585999998,10,1,1,6,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,8.2,338,353,158507.31397194625,4918759.585999998,10,1,1,11,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,8.3,470,971.0000000000001,158507.31397194625,4918759.585999998,5,1,1,14,0.5203505476765594,0.5227026516974819
P,5,D,1,4,Y,8.4,338,1589,158507.31397194625,4918759.585999998,10,1,1,11,0.5203505476765594,0.5227026516974819
