0,1,2,3,4,5,6
1.0,12.0,1.0,3.0,12.0,0.49871913,0.5030738
-0.0,15.0,1.0,2.0,8.0,0.7016301,0.53848505
1.0,15.0,1.0,2.0,11.0,0.55997825,0.5442201
1.0,10.0,2.0,1.0,5.0,0.7988937,0.83051765
1.0,10.0,1.0,3.0,9.0,0.3724998,0.34709284
-0.0,15.0,1.0,3.0,8.0,0.43006608,0.36183414
1.0,9.0,2.0,2.0,33.0,0.6067021,0.6832088
1.0,16.0,1.0,1.0,9.0,0.8677367,0.8198055
1.0,10.0,2.0,1.0,7.0,0.5701059,0.5062361
1.0,9.0,1.0,1.0,6.0,0.48226866,0.55530596
1.0,11.0,1.0,1.0,11.0,0.8070544,0.78211796
1.0,7.0,2.0,1.0,10.0,0.4229506,0.39179334
1.0,15.0,1.0,2.0,10.0,0.76985395,0.71970415
1.0,13.0,1.0,3.0,8.0,0.529369,0.47150835
1.0,7.0,1.0,4.0,14.0,0.25044844,0.2642202
1.0,13.0,1.0,3.0,15.0,0.88426113,0.907068
1.0,15.0,1.0,3.0,8.0,0.48951373,0.43304548
1.0,15.0,1.0,2.0,10.0,0.66362536,0.6099329
1.0,15.0,1.0,1.0,11.0,0.8264245,0.8311366
1.0,15.0,1.0,4.0,11.0,0.6840683,0.62542784
1.0,16.0,1.0,2.0,8.0,0.8616239,0.7884368
1.0,7.0,1.0,1.0,5.0,0.53124213,0.613286
1.0,5.0,1.0,1.0,9.0,0.42379507,0.42533585
1.0,16.0,1.0,2.0,8.0,0.53499544,0.4665707
1.0,15.0,1.0,3.0,10.0,0.5389807,0.4922751
1.0,15.0,1.0,1.0,9.0,0.8882288,0.83461666
1.0,15.0,1.0,2.0,11.0,0.67879295,0.6827456
-0.0,15.0,1.0,2.0,11.0,0.6497177,0.4821436
1.0,15.0,1.0,3.0,17.0,0.67978823,0.57422054
1.0,11.0,1.0,1.0,6.0,0.67100716,0.71758115
1.0,15.0,1.0,3.0,8.0,0.51903105,0.46672305
0.0,13.0,1.0,1.0,9.0,0.90117776,0.7069254
1.0,11.0,1.0,3.0,10.0,0.60920954,0.6468545
1.0,11.0,1.0,1.0,8.0,0.88805425,0.84690964
1.0,10.0,1.0,1.0,8.0,0.5805037,0.50300574
1.0,16.0,1.0,2.0,22.0,0.88672733,0.876958
1.0,7.0,2.0,4.0,11.0,0.3474976,0.33749947
1.0,9.0,2.0,1.0,5.0,0.7489667,0.67485976
1.0,15.0,1.0,1.0,9.0,0.8998065,0.8842411
1.0,11.0,1.0,3.0,8.0,0.48564908,0.45974168
1.0,6.0,1.0,4.0,10.0,0.3224881,0.34147355
-0.0,14.0,1.0,1.0,9.0,0.92358804,0.7094804
1.0,15.0,1.0,2.0,7.0,0.63502026,0.5668309
-0.0,15.0,1.0,2.0,12.0,0.50628376,0.3941556
0.0,15.0,1.0,2.0,12.0,0.59102964,0.44109485
1.0,7.0,1.0,3.0,14.0,0.2578455,0.32565722
1.0,14.0,1.0,3.0,9.0,0.7015321,0.64928555
1.0,16.0,1.0,3.0,12.0,0.5541042,0.48163232
1.0,14.0,1.0,3.0,13.0,0.53690195,0.48045763
1.0,10.0,1.0,1.0,10.0,0.6922301,0.6446774
1.0,10.0,2.0,1.0,5.0,0.72632766,0.6611644
0.0,14.0,1.0,3.0,9.0,0.5795063,0.42353114
1.0,9.0,1.0,1.0,6.0,0.510147,0.5329962
1.0,14.0,1.0,3.0,13.0,0.59905875,0.46225533
1.0,15.0,1.0,2.0,8.0,0.72493505,0.6689447
1.0,12.0,1.0,3.0,8.0,0.5110322,0.45328566
1.0,15.0,1.0,3.0,11.0,0.754748,0.70283854
1.0,15.0,1.0,2.0,8.0,0.5085181,0.45908162
1.0,9.0,1.0,4.0,10.0,0.5130923,0.50452924
1.0,12.0,1.0,3.0,8.0,0.65295804,0.5896598
-0.0,10.0,1.0,4.0,10.0,0.912923,0.71316063
1.0,15.0,1.0,1.0,13.0,0.86059594,0.7887273
1.0,16.0,1.0,2.0,23.0,0.53665495,0.4815801
-0.0,8.0,1.0,1.0,10.0,0.47035083,0.45659074
1.0,7.0,2.0,4.0,12.0,0.31457302,0.33550736
-0.0,10.0,1.0,3.0,10.0,0.38669816,0.31986174
1.0,14.0,1.0,1.0,11.0,0.8697871,0.80551684
1.0,15.0,1.0,2.0,7.0,0.71818066,0.68342435
1.0,10.0,1.0,4.0,14.0,0.8593116,0.82373416
1.0,15.0,1.0,1.0,7.0,0.6594753,0.70785487
-0.0,15.0,1.0,2.0,7.0,0.659086,0.4949877
1.0,5.0,1.0,1.0,14.0,0.45145246,0.49379358
1.0,14.0,1.0,1.0,10.0,0.84899735,0.74453354
1.0,14.0,1.0,2.0,8.0,0.568905,0.5268769
1.0,14.0,1.0,3.0,10.0,0.5346887,0.46565303
1.0,15.0,1.0,2.0,11.0,0.6363051,0.59501994
1.0,6.0,2.0,2.0,12.0,0.46344903,0.40859708
1.0,15.0,1.0,1.0,9.0,0.7845644,0.7014848
-0.0,9.0,1.0,4.0,12.0,0.6865449,0.64397
1.0,16.0,1.0,2.0,15.0,0.9025272,0.80916405
1.0,15.0,1.0,1.0,21.0,0.8248007,0.81010544
0.0,11.0,1.0,1.0,6.0,0.6321937,0.51946545
1.0,15.0,1.0,2.0,9.0,0.5822319,0.5550834
-0.0,15.0,1.0,1.0,10.0,0.9401977,0.72923076
-0.0,14.0,1.0,3.0,14.0,0.7380419,0.61697674
1.0,11.0,1.0,1.0,11.0,0.7885659,0.8384414
0.0,12.0,1.0,3.0,13.0,0.71791124,0.55662787
1.0,6.0,2.0,3.0,24.0,0.41111514,0.4487091
1.0,15.0,1.0,2.0,10.0,0.88555706,0.7800045
1.0,8.0,1.0,4.0,13.0,0.48132238,0.5274614
1.0,13.0,1.0,3.0,8.0,0.6724552,0.69245756
1.0,10.0,1.0,4.0,15.0,0.72315276,0.6650809
1.0,10.0,1.0,1.0,9.0,0.78078854,0.837553
1.0,6.0,1.0,1.0,16.0,0.57073545,0.6748191
1.0,4.0,2.0,2.0,9.0,0.47059008,0.39036712
1.0,10.0,1.0,1.0,8.0,0.7448598,0.67202544
-0.0,15.0,1.0,3.0,13.0,0.98995316,0.78522694
-0.0,16.0,1.0,1.0,11.0,0.6354766,0.57153106
1.0,5.0,1.0,3.0,9.0,0.23460552,0.3054081
0.0,7.0,2.0,1.0,16.0,0.67752063,0.60501325
1.0,15.0,1.0,3.0,9.0,0.40297517,0.35202345
1.0,15.0,1.0,2.0,8.0,0.61666226,0.5859542
1.0,15.0,1.0,3.0,8.0,0.69607115,0.60858417
1.0,15.0,1.0,2.0,8.0,0.74294174,0.6451465
1.0,13.0,1.0,2.0,9.0,0.54617786,0.48238906
0.0,15.0,1.0,2.0,8.0,0.6614511,0.4976488
1.0,14.0,1.0,3.0,11.0,0.50198376,0.55303216
1.0,8.0,1.0,2.0,13.0,0.6992986,0.64167094
1.0,11.0,1.0,3.0,10.0,0.38563856,0.37504396
1.0,12.0,1.0,3.0,9.0,0.52794397,0.6129401
1.0,5.0,1.0,4.0,17.0,0.66343105,0.55980766
1.0,11.0,1.0,3.0,11.0,0.5430434,0.49881443
1.0,5.0,1.0,1.0,6.0,0.44271395,0.55982244
-0.0,12.0,1.0,3.0,10.0,0.7180188,0.5522773
-0.0,10.0,1.0,1.0,8.0,0.6871606,0.61730266
1.0,8.0,2.0,3.0,20.0,0.63284814,0.66726637
-0.0,12.0,1.0,4.0,11.0,0.93231,0.72383
1.0,15.0,1.0,2.0,12.0,0.62130153,0.62012315
1.0,15.0,1.0,1.0,14.0,0.89165616,0.78797626
-0.0,9.0,1.0,1.0,6.0,0.9068608,0.6855016
1.0,15.0,1.0,2.0,15.0,0.7118069,0.6502104
1.0,15.0,1.0,1.0,27.0,0.81486714,0.7750249
0.0,15.0,1.0,1.0,6.0,0.60312843,0.6340711
-0.0,10.0,1.0,3.0,11.0,0.75564253,0.6292821
1.0,7.0,2.0,1.0,6.0,0.68713033,0.70255065
1.0,15.0,1.0,2.0,21.0,0.59297,0.51736057
1.0,14.0,1.0,3.0,15.0,0.35815093,0.32216582
1.0,5.0,1.0,3.0,10.0,0.25423,0.3221602
1.0,12.0,1.0,4.0,18.0,0.5240463,0.4873639
1.0,11.0,1.0,3.0,8.0,0.5741404,0.5258721
1.0,8.0,1.0,4.0,16.0,0.65513945,0.6898583
1.0,15.0,1.0,2.0,14.0,0.90639865,0.8096385
1.0,11.0,1.0,3.0,8.0,0.6304532,0.5513954
-0.0,10.0,1.0,4.0,9.0,0.74637043,0.65616834
1.0,15.0,1.0,1.0,11.0,0.8882092,0.8011222
-0.0,12.0,1.0,1.0,7.0,0.95549846,0.7476336
1.0,10.0,1.0,3.0,8.0,0.56579065,0.5046574
1.0,7.0,2.0,5.0,17.0,0.29930714,0.3111703
1.0,15.0,1.0,1.0,21.0,0.8747237,0.8617374
1.0,15.0,1.0,2.0,8.0,0.57863235,0.6046859
0.0,14.0,1.0,1.0,11.0,0.71097887,0.6739991
1.0,15.0,1.0,3.0,13.0,0.9112065,0.81929934
1.0,5.0,2.0,2.0,13.0,0.39100036,0.4324027
0.0,16.0,1.0,1.0,7.0,0.7430136,0.70299757
1.0,15.0,1.0,2.0,6.0,0.7356241,0.67699385
1.0,15.0,1.0,3.0,13.0,0.8530543,0.8079666
1.0,11.0,1.0,1.0,14.0,0.7443917,0.67296934
1.0,15.0,1.0,3.0,9.0,0.9451878,0.8468348
1.0,15.0,1.0,2.0,8.0,0.8567059,0.8246199
1.0,10.0,1.0,1.0,12.0,0.7264606,0.7533257
1.0,10.0,2.0,1.0,5.0,0.39783534,0.37438628
1.0,15.0,1.0,2.0,10.0,0.9004713,0.8054346
1.0,12.0,1.0,4.0,14.0,0.69237626,0.70251656
1.0,5.0,1.0,5.0,25.0,0.30523595,0.3374122
1.0,10.0,1.0,3.0,18.0,0.48021743,0.53257024
1.0,14.0,1.0,3.0,10.0,0.7311959,0.68641603
1.0,5.0,2.0,3.0,16.0,0.4034368,0.4265512
1.0,8.0,1.0,1.0,15.0,0.6066983,0.63705313
1.0,15.0,1.0,3.0,12.0,0.5061244,0.5479795
1.0,10.0,1.0,3.0,8.0,0.3269826,0.3872672
0.0,13.0,1.0,3.0,13.0,0.52842844,0.41907784
1.0,14.0,1.0,2.0,7.0,0.5837358,0.5418284
0.0,14.0,1.0,3.0,9.0,0.68237996,0.5770681
1.0,15.0,1.0,2.0,8.0,0.9296497,0.8346673
1.0,15.0,1.0,2.0,15.0,0.74411404,0.65792096
1.0,10.0,1.0,3.0,11.0,0.52713144,0.4801074
1.0,14.0,1.0,3.0,12.0,0.5619875,0.55621994
-0.0,16.0,1.0,2.0,9.0,0.46930084,0.41106495
1.0,15.0,1.0,3.0,13.0,0.53560305,0.45841536
1.0,15.0,1.0,2.0,10.0,0.8735924,0.8749896
1.0,11.0,1.0,3.0,12.0,0.8868408,0.8420851
1.0,14.0,1.0,4.0,10.0,0.4891052,0.43574557
-0.0,10.0,1.0,3.0,14.0,0.38149092,0.37599215
1.0,8.0,1.0,4.0,15.0,0.6027988,0.58169067
1.0,4.0,1.0,2.0,15.0,0.5712069,0.5190431
1.0,15.0,1.0,3.0,13.0,0.37132022,0.3309147
1.0,10.0,2.0,1.0,6.0,0.8811145,0.82486784
-0.0,15.0,1.0,2.0,7.0,0.72442603,0.5361794
1.0,15.0,1.0,3.0,13.0,0.51696134,0.5213498
1.0,10.0,1.0,1.0,7.0,0.86326563,0.7593055
1.0,13.0,1.0,1.0,7.0,0.59634244,0.5416062
1.0,15.0,1.0,3.0,12.0,0.7338747,0.6755475
1.0,10.0,1.0,3.0,13.0,0.2891741,0.33331808
0.0,15.0,1.0,3.0,9.0,0.50512064,0.4076706
1.0,15.0,1.0,3.0,19.0,0.8718716,0.8193357
1.0,15.0,1.0,2.0,22.0,0.60714984,0.57996356
1.0,13.0,1.0,2.0,8.0,0.49808535,0.4217231
1.0,15.0,1.0,2.0,14.0,0.5169071,0.44995353
1.0,12.0,1.0,3.0,16.0,0.6602477,0.67152464
1.0,15.0,1.0,3.0,8.0,0.87480783,0.79304326
1.0,12.0,1.0,3.0,10.0,0.439128,0.43896922
1.0,5.0,2.0,1.0,5.0,0.68151724,0.6049824
1.0,16.0,1.0,2.0,15.0,0.6793773,0.5853301
1.0,15.0,1.0,2.0,6.0,0.70263934,0.64317167
1.0,15.0,1.0,3.0,7.0,0.4114549,0.3388575
1.0,5.0,1.0,1.0,8.0,0.41900882,0.4135662
-0.0,9.0,2.0,1.0,5.0,0.77392507,0.599491
1.0,15.0,1.0,1.0,10.0,0.8118292,0.8104445
1.0,15.0,1.0,2.0,15.0,0.7324873,0.59559286
-0.0,15.0,1.0,3.0,7.0,0.7000729,0.56485415
-0.0,15.0,1.0,2.0,13.0,0.99413586,0.78874195
1.0,9.0,1.0,2.0,19.0,0.7363858,0.7648803
0.0,14.0,1.0,3.0,11.0,0.5568433,0.520126
1.0,15.0,1.0,2.0,17.0,0.6339046,0.5718862
1.0,12.0,1.0,3.0,19.0,0.37153623,0.33940563
1.0,15.0,1.0,2.0,9.0,0.6998619,0.6465478
1.0,16.0,1.0,2.0,8.0,0.7295575,0.7220408
0.0,15.0,1.0,3.0,13.0,0.6006924,0.42699048
1.0,8.0,1.0,4.0,15.0,0.61316526,0.44427857
1.0,14.0,1.0,2.0,7.0,0.5952556,0.5616251
1.0,5.0,2.0,2.0,10.0,0.436812,0.5797738
1.0,16.0,1.0,1.0,5.0,0.8940158,0.80925333
1.0,13.0,1.0,3.0,9.0,0.7223116,0.68691933
1.0,10.0,1.0,2.0,13.0,0.5687784,0.53875864
1.0,16.0,1.0,2.0,10.0,0.5871842,0.55313027
1.0,15.0,1.0,1.0,6.0,0.90331507,0.81433713
1.0,16.0,1.0,2.0,12.0,0.49519095,0.4941536
1.0,14.0,1.0,3.0,8.0,0.73658574,0.64288855
1.0,14.0,1.0,1.0,6.0,0.64969933,0.71728086
-0.0,11.0,1.0,1.0,7.0,0.6655301,0.5238682
1.0,16.0,1.0,1.0,7.0,0.7219603,0.66522
1.0,13.0,1.0,1.0,10.0,0.834211,0.7410166
1.0,15.0,1.0,2.0,21.0,0.53562796,0.521592
1.0,13.0,1.0,1.0,10.0,0.74418986,0.64512396
1.0,5.0,1.0,3.0,13.0,0.32064697,0.33465227
1.0,9.0,1.0,3.0,11.0,0.5523304,0.6079403
1.0,15.0,1.0,1.0,5.0,0.9009981,0.81978905
1.0,12.0,1.0,3.0,8.0,0.66401935,0.68296385
1.0,8.0,1.0,3.0,13.0,0.327211,0.32500896
1.0,14.0,1.0,2.0,7.0,0.88845026,0.8629881
1.0,14.0,1.0,3.0,12.0,0.8644674,0.8268386
1.0,15.0,1.0,1.0,10.0,0.6430671,0.59493303
1.0,14.0,1.0,4.0,11.0,0.67171264,0.6087495
1.0,10.0,1.0,4.0,16.0,0.7252786,0.7559532
1.0,13.0,1.0,3.0,24.0,0.59648764,0.6365832
1.0,15.0,1.0,2.0,21.0,0.60491884,0.5329143
-0.0,15.0,1.0,1.0,7.0,0.949044,0.7528509
1.0,7.0,2.0,1.0,10.0,0.413205,0.38759145
1.0,12.0,1.0,1.0,9.0,0.75139093,0.67756724
1.0,6.0,1.0,5.0,16.0,0.3724936,0.34719095
1.0,4.0,2.0,2.0,11.0,0.44595596,0.376044
-0.0,15.0,1.0,2.0,17.0,0.74769986,0.5665151
1.0,15.0,1.0,3.0,7.0,0.5077051,0.5315136
1.0,16.0,1.0,2.0,9.0,0.6587713,0.57956946
1.0,13.0,1.0,1.0,12.0,0.81545067,0.7080314
1.0,12.0,1.0,1.0,9.0,0.750185,0.6694133
1.0,15.0,1.0,1.0,9.0,0.781911,0.6982893
1.0,13.0,1.0,2.0,18.0,0.594102,0.43517742
-0.0,12.0,1.0,1.0,11.0,0.7386056,0.6200521
1.0,12.0,1.0,1.0,7.0,0.7025049,0.73455584
1.0,15.0,1.0,2.0,8.0,0.7266402,0.7132015
1.0,14.0,1.0,2.0,22.0,0.5416132,0.50813806
0.0,15.0,1.0,2.0,8.0,0.5718273,0.47431943
1.0,13.0,1.0,1.0,5.0,0.8142806,0.8332859
1.0,15.0,1.0,2.0,11.0,0.5942457,0.5468606
1.0,9.0,1.0,3.0,14.0,0.36778995,0.3409215
1.0,6.0,1.0,3.0,19.0,0.30322322,0.36342487
1.0,14.0,1.0,2.0,6.0,0.55962,0.5741638
1.0,11.0,1.0,1.0,6.0,0.8097291,0.80504227
1.0,16.0,1.0,2.0,12.0,0.51279426,0.5021274
0.0,11.0,1.0,1.0,6.0,0.64432025,0.5331855
1.0,15.0,1.0,2.0,12.0,0.6308092,0.6347748
1.0,5.0,2.0,1.0,11.0,0.6005033,0.50987506
1.0,6.0,1.0,5.0,19.0,0.32523534,0.3407527
1.0,5.0,1.0,4.0,19.0,0.62446785,0.5882889
1.0,15.0,1.0,2.0,11.0,0.56614447,0.5760689
1.0,14.0,1.0,3.0,14.0,0.8734541,0.8315352
1.0,10.0,1.0,5.0,12.0,0.5620291,0.4913667
1.0,16.0,1.0,1.0,6.0,0.70176136,0.74447024
1.0,11.0,1.0,1.0,11.0,0.7443466,0.6664895
-0.0,16.0,1.0,2.0,13.0,0.47247514,0.42084178
1.0,8.0,2.0,1.0,15.0,0.6667843,0.7021396
1.0,15.0,1.0,1.0,6.0,0.88456523,0.7967404
1.0,5.0,2.0,5.0,13.0,0.24482706,0.298843
1.0,16.0,1.0,3.0,25.0,0.793275,0.69505894
1.0,15.0,1.0,2.0,10.0,0.5942502,0.57465947
1.0,5.0,1.0,2.0,20.0,0.47919646,0.52847004
1.0,15.0,1.0,3.0,15.0,0.7015426,0.61271524
1.0,11.0,1.0,1.0,13.0,0.755461,0.73804164
-0.0,15.0,1.0,1.0,11.0,0.71689856,0.60298884
1.0,15.0,1.0,2.0,10.0,0.9034225,0.83389866
1.0,15.0,1.0,2.0,8.0,0.68703663,0.6344731
1.0,16.0,1.0,1.0,5.0,0.9260458,0.8351456
-0.0,13.0,1.0,3.0,10.0,0.9703082,0.7872416
1.0,15.0,1.0,1.0,6.0,0.6122309,0.73208153
1.0,15.0,1.0,1.0,20.0,0.77283955,0.7401866
0.0,15.0,1.0,2.0,12.0,0.97651935,0.78942966
1.0,6.0,1.0,1.0,10.0,0.4576759,0.40913042
1.0,7.0,1.0,3.0,14.0,0.3471,0.34166595
1.0,10.0,1.0,1.0,12.0,0.6731826,0.62020326
1.0,15.0,1.0,3.0,13.0,0.7344601,0.68064404
0.0,15.0,1.0,2.0,11.0,0.76347125,0.5735458
1.0,15.0,1.0,1.0,7.0,0.87300754,0.8227918
0.0,14.0,1.0,3.0,10.0,0.68653977,0.5265398
1.0,16.0,1.0,3.0,24.0,0.56924284,0.55282104
1.0,6.0,1.0,1.0,11.0,0.66734016,0.6788622
1.0,15.0,1.0,1.0,16.0,0.83047533,0.7294606
0.0,14.0,1.0,3.0,7.0,0.5515405,0.4635521
1.0,15.0,1.0,2.0,17.0,0.5910113,0.55315244
1.0,15.0,1.0,2.0,7.0,0.3761538,0.38248858
